ID,Épica,Módulo,Historia/Requerimiento,Tarea,Capa,Descripción,Criterios de aceptación,Prioridad,Responsable,Dependencias,Estado,Estimación (h),Riesgo,Evidencia,Bloque,ADR origen
MAE-BE-04,Maestros de configuración,Tipos de interventoría,Como administrador necesito mantener los tipos de interventoría sin afectar a las obras existentes.,"Endpoint, controller y service del maestro de tipos de interventoría",Backend,"Módulo completo sobre el patrón, con verificación de uso antes de eliminar y selector restringido a activos. El listado de obras usa JOIN externo para no ocultar obras por el estado del tipo.",1) Eliminar un tipo en uso devuelve 409 indicando la cantidad de obras 2) El selector devuelve solo activos 3) El listado de obras no oculta filas por el estado del maestro 4) Pruebas de las operaciones y del bloqueo por uso,Alta,Dev Backend,MAE-BE-01 MAE-BD-03,Pendiente,8,Bajo,PR con pruebas de operaciones y bloqueo por uso,Maestros,ADR-0007
MAE-BE-05,Maestros de configuración,Tipos de proveedor,Como administrador necesito clasificar a los proveedores sin que la clasificación afecte a su identidad.,"Endpoint, controller y service del maestro de tipos de proveedor",Backend,"Módulo completo sobre el patrón. Si la validación confirma que el tipo determina reglas de negocio, esas reglas se modelan con el mecanismo de configuración de campos del tipo de contrato, nunca con condicionales dispersos por el código.","1) Eliminar un tipo en uso devuelve 409 indicando la cantidad 2) El selector devuelve solo activos 3) El tipo no interviene en la verificación de unicidad del proveedor 4) Si DEC-10 confirma reglas por tipo, quedan modeladas por configuración y no por condicionales",Alta,Dev Backend,MAE-BE-01 MAE-BD-04 DEC-10,Pendiente,8,Medio,PR con pruebas de operaciones y bloqueo por uso,Maestros,ADR-0010
MAE-BE-06,Maestros de configuración,Tipos de dirección,Como administrador necesito mantener el catálogo de tipos de dirección que usan obras y proveedores.,"Endpoint, controller y service del maestro de tipos de dirección",Backend,"Módulo completo sobre el patrón. La gestión de los contactos en sí vive en los servicios de obra y de proveedor, no en un módulo propio, porque son partes dependientes de esas entidades.",1) Eliminar un tipo en uso por algún contacto devuelve 409 2) El selector devuelve solo activos 3) No se crea un módulo de contactos independiente 4) Validación de formato de correo disponible para los servicios de obra y proveedor,Alta,Dev Backend,MAE-BE-01 MAE-BD-05,Pendiente,8,Bajo,PR con pruebas de operaciones y bloqueo por uso,Maestros,ADR-0009 B6
MAE-BE-07,Maestros de configuración,Tipos de identificación,Como usuario necesito que el número de documento se valide según el tipo seleccionado.,"Endpoint, controller, service y validaciones de formato del maestro de tipos de identificación",Backend,"Módulo completo sobre el patrón, más la validación de formato del número de documento asociada al tipo, compartida entre creación y edición. La base de datos garantiza unicidad y obligatoriedad; el formato es una regla de negocio y no se expresa en el esquema.",1) Eliminar un tipo en uso devuelve 409 2) El selector devuelve solo activos 3) La validación de formato es una sola función usada por creación y edición 4) Un número con formato inválido para su tipo devuelve 400 nombrando el campo,Alta,Dev Backend,MAE-BE-01 MAE-BD-06,Pendiente,10,Medio,PR con pruebas de formato por tipo,Maestros,ADR-0008 B6
MAE-BE-08,Configuración de tipos de contrato,Tipos de contrato,"Como administrador necesito configurar qué campos aplican, se ven y son obligatorios para cada tipo de contrato.","Endpoint, controller y service del maestro de tipos de contrato y su configuración",Backend,"Módulo del maestro más el guardado de la configuración por diferencial, siguiendo el patrón ya presente en la actualización de permisos de perfil. Todo cambio de configuración se audita funcionalmente con valor anterior y nuevo, porque afecta a todos los contratos futuros de ese tipo.","1) El guardado de la configuración calcula altas, bajas y cambios en lugar de borrar e insertar todo 2) Toda la operación ocurre en una sola transacción 3) Cada cambio de configuración queda en la bitácora funcional con valor anterior y nuevo 4) La versión de configuración del tipo se incrementa al guardar",Alta,Dev Backend,MAE-BE-01 MAE-BD-09 FND-BE-22,Pendiente,16,Medio,PR con pruebas de diferencial y registro en bitácora,Maestros,ADR-0006 B8
MAE-BE-09,Configuración de tipos de contrato,Resolución de configuración,Como usuario necesito que el formulario que veo y la validación del servidor usen la misma configuración.,"Service y validaciones: resolución única de configuración, consumida por el formulario y por el guardado",Backend,"Una sola función de resolución que entrega los descriptores de campo al formulario y que valida el guardado, de modo que ambos no puedan divergir. El valor por defecto es restrictivo: la ausencia de configuración significa que el campo no aplica.",1) La misma función resuelve la configuración para el endpoint de formulario y para la validación de guardado 2) Un campo no aplicable con valor enviado se rechaza con 400 3) Un campo obligatorio sin valor se rechaza con 400 4) Un tipo sin configuración produce un formulario vacío y no uno que acepte cualquier cosa,Alta,Dev Backend,MAE-BE-08,Pendiente,12,Medio,PR con pruebas que confirman que formulario y validación comparten la función,Maestros,ADR-0006 B5
MAE-BE-10,Pólizas,Tipos de póliza,Como administrador necesito configurar la base de cálculo de cada tipo de póliza sin alterar las pólizas ya emitidas.,"Endpoint, controller, service y función de evaluación de la base del tipo de póliza",Backend,"Módulo del maestro más la función que evalúa la base sobre el concepto amparado, compartida con el módulo de pólizas y con el de cálculos. Configurar la base exige un permiso distinto de editar, y el cambio se audita funcionalmente.",1) Eliminar un tipo en uso devuelve 409 2) La función de evaluación de la base es única y la comparten pólizas y cálculos 3) Cambiar la base de un tipo no recalcula las pólizas existentes 4) El cambio de base queda en la bitácora funcional y exige un permiso propio,Alta,Dev Backend,MAE-BE-01 MAE-BD-13 DEC-04,Pendiente,12,Alto,PR con pruebas de evaluación de base y de no recálculo retroactivo,Maestros,ADR-0019
MAE-BE-11,Autorización,Maestros completos,Como administrador necesito que cada acción sobre un maestro exija su propio permiso.,Permisos: definir y aplicar las acciones de los ocho maestros en backend,Backend,"Definir las acciones de consultar, crear, editar, cambiar estado y eliminar para cada maestro, más las acciones propias de configurar campos del tipo de contrato y configurar la base de cálculo del tipo de póliza, y aplicarlas en las rutas.",1) Cada ruta de maestro declara su permiso 2) Configurar campos está separado de editar en el tipo de contrato 3) Configurar base de cálculo está separado de editar en el tipo de póliza 4) Los permisos están sembrados en el catálogo y expuestos por la API,Alta,Dev Backend,FND-BE-13 FND-BD-05,Pendiente,10,Bajo,Matriz ruta-permiso de maestros y pruebas de 403,Maestros,"ADR-0003, 0004, 0006, 0007, 0008, 0009, 0010, 0019, 0014"
MAE-FE-01,Maestros de configuración,Patrón de vista,Como desarrollador necesito una vista de maestro reutilizable para no reconstruir ocho pantallas iguales.,Plantilla reutilizable de vista de maestro,Frontend,"Componer la vista de referencia con los componentes existentes: tabla, filtros, diálogo de creación y edición, confirmación de eliminación, chip de estado y pestañas por estado. El patrón a seguir es la página de usuarios, que ya integra todos con control de permisos.","1) Un maestro nuevo se monta declarando sus columnas, su formulario y sus permisos 2) La vista oculta las acciones según los permisos, entendido como control de experiencia y no de seguridad 3) El mensaje de bloqueo por uso muestra la cantidad de registros que lo impiden 4) Funciona en ancho de teléfono sin desbordamiento horizontal",Alta,Dev Frontend,FND-FE-02 FND-FE-03,Pendiente,16,Bajo,PR del patrón y capturas en escritorio y teléfono,Maestros,"ADR-0003, 0004, 0007, 0009, 0010, 0019"
MAE-FE-02,Maestros de configuración,Aseguradoras,Como administrador necesito una pantalla para mantener las aseguradoras.,"Vista, ruta, menú y archivo de API del maestro de aseguradoras",Frontend,"Listado con filtros, diálogo de creación y edición, confirmación de eliminación, entrada de menú, ruta y archivo de API. El mensaje de bloqueo de eliminación indica la cantidad de pólizas que lo impiden.","1) Listado, alta, edición, cambio de estado y eliminación funcionando contra la API 2) Entrada de menú y ruta registradas 3) El error 409 por uso se presenta de forma comprensible con la cantidad 4) Selector de aseguradoras activas disponible para el formulario de póliza",Alta,Dev Frontend,MAE-FE-01 MAE-BE-02,Pendiente,8,Bajo,PR y capturas del listado y del diálogo,Maestros,ADR-0003
MAE-FE-03,Maestros de configuración,Constructoras,Como administrador necesito una pantalla para mantener las constructoras.,"Vista, ruta, menú y archivo de API del maestro de constructoras",Frontend,"Listado, diálogo y confirmación sobre la plantilla, más el selector de constructoras activas que consume el formulario de obra.","1) Listado, alta, edición, cambio de estado y eliminación funcionando contra la API 2) El mensaje de bloqueo indica la cantidad de obras asociadas 3) Selector de activas disponible para el formulario de obra 4) Entrada de menú y ruta registradas",Alta,Dev Frontend,MAE-FE-01 MAE-BE-03,Pendiente,8,Bajo,PR y capturas del listado y del diálogo,Maestros,ADR-0004
MAE-FE-04,Maestros de configuración,Tipos de interventoría,Como administrador necesito una pantalla para mantener los tipos de interventoría.,"Vista, ruta, menú y archivo de API del maestro de tipos de interventoría",Frontend,"Listado, diálogo y confirmación sobre la plantilla, más el selector de tipos activos para el formulario de obra.",1) Operaciones completas funcionando contra la API 2) Selector de activos disponible para el formulario de obra 3) Entrada de menú y ruta registradas 4) El mensaje de bloqueo por uso indica la cantidad,Alta,Dev Frontend,MAE-FE-01 MAE-BE-04,Pendiente,6,Bajo,PR y capturas del listado y del diálogo,Maestros,ADR-0007
MAE-FE-05,Maestros de configuración,Tipos de proveedor,Como administrador necesito una pantalla para mantener los tipos de proveedor.,"Vista, ruta, menú y archivo de API del maestro de tipos de proveedor",Frontend,"Listado, diálogo y confirmación sobre la plantilla, más el selector de tipos activos para el formulario de proveedor. Si el tipo condicionara campos, el formulario debe alimentarse con descriptores del backend y no con condicionales en el cliente.",1) Operaciones completas funcionando contra la API 2) Selector de activos disponible para el formulario de proveedor 3) Ninguna regla por tipo se implementa con condicionales en el cliente 4) Entrada de menú y ruta registradas,Alta,Dev Frontend,MAE-FE-01 MAE-BE-05,Pendiente,6,Bajo,PR y capturas del listado y del diálogo,Maestros,ADR-0010
MAE-FE-06,Maestros de configuración,Tipos de dirección,Como administrador necesito una pantalla para mantener los tipos de dirección.,"Vista, ruta, menú y archivo de API del maestro de tipos de dirección",Frontend,"Listado, diálogo y confirmación sobre la plantilla, más el selector de tipos activos para el componente de contactos compartido entre obra y proveedor.",1) Operaciones completas funcionando contra la API 2) Selector de activos disponible para el componente de contactos 3) Entrada de menú y ruta registradas 4) El mensaje de bloqueo por uso indica la cantidad de contactos,Alta,Dev Frontend,MAE-FE-01 MAE-BE-06,Pendiente,6,Bajo,PR y capturas del listado y del diálogo,Maestros,ADR-0009
MAE-FE-07,Maestros de configuración,Tipos de identificación,Como usuario necesito que el formulario me avise si el número de documento no corresponde al tipo elegido.,Vista del maestro de tipos de identificación y validación de formato en el cliente,Frontend,"Listado y diálogo sobre la plantilla, más la validación de formato por tipo en los formularios de proveedor y de usuario, implementada para experiencia de usuario sin sustituir la del servidor.",1) Operaciones completas funcionando contra la API 2) Los formularios de proveedor y usuario tienen selector de tipos activos 3) La validación de formato avisa antes de enviar y el servidor la repite 4) Entrada de menú y ruta registradas,Alta,Dev Frontend,MAE-FE-01 MAE-BE-07,Pendiente,8,Bajo,PR y capturas de la validación de formato,Maestros,ADR-0008
MAE-FE-08,Configuración de tipos de contrato,Editor de configuración,"Como administrador necesito una matriz donde marcar por campo si aplica, si se ve y si es obligatorio.",Vista del editor de configuración del tipo de contrato,Frontend,"Matriz de campos con tres casillas por fila y el orden, sobre el catálogo que entrega el backend. La interfaz debe impedir marcar visible u obligatorio cuando el campo no aplica, reflejando la jerarquía estricta.",1) La matriz muestra todos los campos del catálogo con sus tres atributos y su orden 2) Desmarcar aplica deshabilita y limpia visible y obligatorio 3) El guardado envía el conjunto y el backend calcula el diferencial 4) Advertencia explícita de que el cambio afecta a todos los contratos futuros del tipo,Alta,Dev Frontend,MAE-BE-08,Pendiente,16,Medio,PR y captura de la matriz con la jerarquía aplicada,Maestros,ADR-0006 B6
MAE-FE-09,Configuración de tipos de contrato,Formulario configurable,Como usuario necesito que el formulario de contrato muestre solo los campos que aplican a su tipo.,Alimentar GenericFormSection con los descriptores del backend y presentar los valores heredados,Frontend,"El componente GenericFormSection ya existe y es el renderizador: la integración consiste en alimentarlo con los descriptores que entrega el backend. Un contrato existente con valor en un campo que dejó de aplicar muestra ese valor en solo lectura, marcado como heredado de una configuración anterior.","1) El formulario se construye solo con los descriptores recibidos, sin deducir nada en el cliente 2) Los tipos de campo del catálogo se corresponden con los que soporta el componente 3) Los valores heredados se muestran en solo lectura y marcados como tales 4) Ningún valor capturado se oculta ni se borra al cambiar la configuración del tipo",Alta,Dev Frontend,MAE-BE-09,Pendiente,14,Medio,PR y captura de un contrato con campo heredado en solo lectura,Maestros,ADR-0006
MAE-FE-10,Pólizas,Tipos de póliza,Como administrador necesito entender qué compone cada base de cálculo antes de asignarla a un tipo.,Vista del maestro de tipos de póliza con selector de base descriptivo,Frontend,"Listado y diálogo sobre la plantilla. El selector de base muestra la descripción de cada opción y no solo su nombre, porque quien configura debe entender qué compone cada base. El detalle de una póliza muestra qué base se le aplicó, para que el valor asegurado sea explicable.",1) Operaciones completas funcionando contra la API 2) Cada opción de base muestra su composición en texto 3) El formulario de póliza tiene selector de tipos activos 4) El detalle de la póliza muestra la base aplicada,Alta,Dev Frontend,MAE-FE-01 MAE-BE-10,Pendiente,8,Bajo,PR y captura del selector de base con descripciones,Maestros,ADR-0019
PRO-BD-01,Obras,Obra,"Como usuario necesito registrar una obra con su constructora, su tipo de contrato, su interventoría y sus valores.","Crear tabla, UNIQUE, FK, CHECK e índices de la obra",BD,"Tabla raíz del agregado de obra con código único, constructora, tipo de contrato, tipo de interventoría, área, costo directo, plazos inicial y ampliado, valores inicial y ampliado, valor máximo de orden de servicio, estado y auditoría. Los valores monetarios usan el tipo decimal exacto de la convención, nunca punto flotante.","1) UNIQUE sobre el código de obra 2) FK obligatorias y RESTRICT a constructora, tipo de contrato, tipo de interventoría y estado 3) CHECK de coherencia entre valores y plazos, inicial frente a ampliado 4) Todas las columnas monetarias siguen la convención decimal y ninguna es FLOAT",Crítica,Dev BD,FND-BD-02 MAE-BD-02 MAE-BD-03 MAE-BD-08,Pendiente,12,Medio,Migración y pruebas de violación de UNIQUE y CHECK,Proceso,ADR-0011
PRO-BD-02,Obras,Responsables de obra,Como usuario necesito asignar responsables a la obra y que sean usuarios reales del sistema.,"Crear tabla, UNIQUE, FK e índice de responsables de obra",BD,"Tabla intermedia con FK al usuario y a la obra, más rol, estado y auditoría propios de la asignación. Los responsables son usuarios del sistema: no se crea un registro de persona paralelo. La cardinalidad mínima de uno se valida en el backend porque el esquema no puede expresar un mínimo de filas relacionadas.","1) FK a la obra con CASCADE y al usuario con RESTRICT 2) UNIQUE sobre el par obra y usuario 3) El rol es un atributo de la asignación, no del usuario 4) Índices sobre ambas columnas de la clave",Alta,Dev BD,PRO-BD-01,Pendiente,6,Bajo,Migración y prueba de asignación duplicada rechazada,Proceso,ADR-0011
PRO-BD-03,Obras,Etapas de obra,Como usuario necesito dividir la obra en etapas ordenadas a las que imputar contratos y facturas.,"Crear tabla, UNIQUE, FK e índice de etapas de obra",BD,"Tabla con nombre, orden explícito como atributo propio, estado tomado de tbl_status e independiente del estado de la obra, y auditoría. El orden no es el resultado de la clave primaria ni de la fecha de creación.",1) FK a la obra con CASCADE y al estado con RESTRICT 2) UNIQUE sobre el par obra y nombre de etapa 3) El orden es una columna explícita 4) Índice por obra para la consulta de etapas,Alta,Dev BD,PRO-BD-01,Pendiente,6,Bajo,Migración y prueba de nombre de etapa duplicado en la misma obra,Proceso,ADR-0011
PRO-BD-04,Obras,Contactos de obra,Como usuario necesito registrar varios contactos de la obra y marcar uno como principal.,Crear tabla de contactos de obra con UNIQUE de contacto principal sobre columna generada,BD,"Tabla con FK a la obra en CASCADE y al tipo de dirección en RESTRICT, más dirección, teléfono, celular, fax, correo, observaciones y la marca de principal. A lo sumo un contacto principal por obra, garantizado por restricción y no solo por lógica aplicativa.",1) UNIQUE sobre columna generada que admite un solo principal por obra 2) Un mismo tipo de dirección puede repetirse dentro de la obra si no es principal 3) FK a la obra en CASCADE y al tipo de dirección en RESTRICT 4) Prueba que intenta dos contactos principales y es rechazada,Alta,Dev BD,PRO-BD-01 MAE-BD-05,Pendiente,8,Medio,Migración y prueba de dos contactos principales rechazada,Proceso,"ADR-0009, 0011"
PRO-BD-05,Proveedores,tbl_providers,Como usuario necesito que no existan dos proveedores con el mismo documento.,"Validar integridad, migrar datos y crear UNIQUE sobre tipo y número de documento",BD,"tbl_providers tiene un índice no único sobre el número de documento y admite nulos en el tipo y en el número. Depurar duplicados y nulos, hacer ambas columnas obligatorias y aplicar UNIQUE sobre el par. Es la brecha crítica del módulo de proveedores: sin la restricción, dos usuarios simultáneos crean el mismo proveedor.",1) Informe de duplicados y nulos generado y resuelto antes de aplicar la restricción 2) UNIQUE aplicada sobre el par tipo de identificación y número de documento 3) Ambas columnas declaradas NOT NULL 4) Prueba de concurrencia con dos inserciones simultáneas del mismo documento donde solo una tiene éxito,Crítica,Dev BD,MAE-BD-06 FND-BD-01,Pendiente,12,Alto,"Informe de depuración, migración y prueba de concurrencia",Proceso,"ADR-0012 B1 B5, 0008 B2 B4"
PRO-BD-06,Proveedores,Contactos de proveedor,Como usuario necesito registrar varios contactos del proveedor en lugar de uno solo sin tipo.,Crear tabla de contactos de proveedor y migrar el contacto embebido,BD,"tbl_providers embebe un contacto único y sin tipo en tres columnas. Crear la tabla de contactos con la misma estructura que la de obra, migrar los datos embebidos y retirar las columnas una vez verificada la migración.",1) Tabla creada con UNIQUE de contacto principal sobre columna generada 2) Los datos embebidos migrados y verificados fila a fila 3) Las columnas embebidas retiradas solo después de la verificación 4) Migración reversible con respaldo de los datos originales,Alta,Dev BD,MAE-BD-05 PRO-BD-05,Pendiente,10,Alto,"Script de migración, informe de verificación y migración de retiro",Proceso,"ADR-0009 B3, 0012 B6"
PRO-BD-07,Proveedores,Relación proveedor-obra,Como usuario necesito asignar un proveedor a varias obras sin duplicar su registro maestro.,Crear tabla de relación proveedor-obra con UNIQUE del par,BD,"Entidad propia con FK al proveedor y a la obra, más estado de la asignación, fecha, observaciones de esa participación y auditoría. Un proveedor no puede asignarse dos veces a la misma obra. Asignar un proveedor a una obra no crea un proveedor.",1) UNIQUE sobre el par proveedor y obra 2) FK con RESTRICT hacia ambos y su índice 3) Los atributos de la asignación viven aquí y no en el proveedor 4) Desasignar no elimina el proveedor del maestro,Alta,Dev BD,PRO-BD-01 PRO-BD-05,Pendiente,8,Medio,Migración y prueba de asignación duplicada rechazada,Proceso,ADR-0012 B2
PRO-BD-08,Proveedores,Relación proveedor-obra,Como analista necesito que el tipo de proveedor quede donde realmente corresponde según lo que confirme el negocio.,"Crear columna de tipo de proveedor en la relación proveedor-obra, condicional a DEC-10",BD,"Tarea condicional: si la validación determina que el tipo describe la participación del proveedor en una obra y no a la empresa, el atributo vive en la relación proveedor-obra y no en el proveedor. Los dos modelos son excluyentes y la decisión no puede tomarse desde el repositorio.",1) Se ejecuta solo si DEC-10 resuelve que el tipo describe la participación 2) La columna con su FK e índice queda en la tabla correcta 3) La columna de la otra ubicación no se crea o se retira 4) La decisión queda registrada en el ADR-0010,Media,Dev BD,DEC-10 PRO-BD-07,Pendiente,6,Alto,Migración condicional y acta de DEC-10,Proceso,ADR-0010
PRO-BD-09,Contratos,Contrato,"Como usuario necesito registrar contratos por obra, etapa y proveedor con su plazo y sus fechas.","Crear tabla, UNIQUE, FK, CHECK e índices del contrato",BD,"Raíz del agregado económico, con FK obligatorias y RESTRICT a obra, proveedor, etapa y tipo de contrato, nombre, número, plazo y unidad, fecha de inicio, fecha fin derivada y persistida, acumulador de días suspendidos, estado, versión de configuración y clave de idempotencia. El contrato no almacena su valor ni sus saldos. La fecha de vencimiento no se implementa hasta definir su semántica.","1) UNIQUE del número dentro de la obra, según lo que resuelva DEC-17 2) CHECK de fecha fin mayor o igual a fecha de inicio 3) La unidad es un dominio cerrado de día, mes y año, sin campo de frecuencia separado 4) No existen columnas de valor del contrato, de saldos ni de fecha de vencimiento",Crítica,Dev BD,PRO-BD-01 PRO-BD-03 PRO-BD-05 MAE-BD-08 FND-BD-02 FND-BD-14 DEC-12 DEC-13 DEC-17,Pendiente,14,Alto,Migración y pruebas de UNIQUE y CHECK,Proceso,ADR-0015
PRO-BD-10,Contratos,Historial de estado de contrato,Como auditor necesito el registro completo e inalterable de cada cambio de estado del contrato.,"Crear tabla de historial de estado de contrato, de solo escritura",BD,"Tabla con contrato, estado anterior, estado nuevo, origen automático o manual, motivo desde tbl_reasons, observación, usuario, fecha, condición fallida cuando la evaluación no transiciona, y clave de idempotencia con UNIQUE. Nunca se modifica ni se elimina.","1) UNIQUE sobre la clave de idempotencia de la transición 2) FK al contrato, al motivo y al usuario 3) La aplicación no ejecuta UPDATE ni DELETE sobre esta tabla 4) Índice por contrato y fecha para la vista de historial",Alta,Dev BD,PRO-BD-09 FND-BD-14,Pendiente,8,Medio,Migración y prueba de repetición de transición con la misma clave,Proceso,ADR-0017
PRO-BD-11,Contratos,Conceptos contractuales,"Como usuario necesito registrar el valor inicial, los otrosí y el otrosí de liquidación de un contrato.","Crear tabla de conceptos con columnas generadas, tres UNIQUE y CHECK",BD,"Tabla única para los tres tipos de concepto, discriminados por un atributo de tipo, con costo directo, porcentajes de AIU desagregado, IVA, anticipo y retenido, prórroga, estado y auditoría. No almacena el valor del concepto ni los valores de anticipo y retenido: se derivan.",1) UNIQUE sobre columna generada que garantiza exactamente un valor inicial por contrato 2) UNIQUE sobre columna generada que garantiza como máximo un otrosí de liquidación 3) UNIQUE del número de otrosí dentro del contrato 4) CHECK de rangos de los porcentajes y decimales exactos en todos los importes,Crítica,Dev BD,PRO-BD-09 FND-BD-02 DEC-18,Pendiente,14,Alto,Migración y pruebas de las tres restricciones de cardinalidad,Proceso,ADR-0016 I6 I7 I8
PRO-BD-12,Contratos,Suspensiones de contrato,Como usuario necesito suspender un contrato indicando el motivo y qué debe ocurrir para reanudarlo.,Crear tabla de suspensiones con UNIQUE de una sola suspensión abierta,BD,"Tabla con contrato, estado previo a la suspensión, motivo obligatorio desde tbl_reasons, fecha de suspensión, condición de levantamiento obligatoria, observación, fecha de levantamiento nula mientras esté abierta, indicador de si genera informe de interventoría y auditoría.","1) UNIQUE sobre columna generada que admite una sola suspensión abierta por contrato 2) Motivo, fecha de suspensión y condición de levantamiento declarados NOT NULL 3) FK al contrato, al motivo y al estado previo 4) Prueba que intenta una segunda suspensión abierta y es rechazada",Alta,Dev BD,PRO-BD-09,Pendiente,8,Medio,Migración y prueba de segunda suspensión abierta rechazada,Proceso,ADR-0017 I9
PRO-BD-13,Facturación,Facturación de avance de obra,Como usuario necesito facturar el avance de la obra mientras el contrato está en ejecución.,"Crear tabla de detalle de la factura de avance, condicional a DEC-01",BD,"Tarea condicional y bloqueante para contratos de larga duración. La factura de liquidación se asocia al otrosí de liquidación, por lo que hoy no existe mecanismo para facturar el avance durante la ejecución. La estructura depende por completo de cómo se resuelva la decisión.",1) Se ejecuta solo tras resolver DEC-01 2) La estructura elegida queda documentada en el ADR-0021 antes de implementarse 3) Incorpora clave de idempotencia y decimales exactos como el resto de detalles 4) No se implementa ninguna estructura provisional mientras la decisión esté abierta,Crítica,Dev BD,DEC-01 PRO-BD-14,Pendiente,10,Alto,"Acta de DEC-01, actualización del ADR-0021 y migración",Proceso,ADR-0021 B1
PRO-BD-14,Facturación,"Factura, encabezado común",Como usuario necesito registrar facturas con y sin contrato bajo un mismo encabezado.,"Crear tabla del encabezado de factura con UNIQUE, CHECK e índices",BD,"Encabezado común a los cuatro tipos con proveedor, contrato nulo solo en el tipo simple, etapa, tipo, número, fecha de factura, fecha de aprobación, número de comprobante, extracto, descripción, clave de idempotencia, estado y versión de fórmula. No almacena totales ni saldos.","1) CHECK que exige contrato nulo en el tipo simple y no nulo en los demás 2) CHECK que exige que el estado aprobada equivalga a tener fecha de aprobación 3) UNIQUE del número por proveedor, según lo que resuelva DEC-17, y UNIQUE de la clave de idempotencia 4) No existen columnas de total facturado, neto a pagar ni saldos",Crítica,Dev BD,PRO-BD-09 PRO-BD-03 PRO-BD-05 FND-BD-02 FND-BD-14 DEC-17,Pendiente,14,Alto,Migración y pruebas de los dos CHECK y de las dos restricciones UNIQUE,Proceso,ADR-0020 I11 I13 I14
PRO-BD-15,Facturación,Historial de estado de factura,Como auditor necesito el registro de cada cambio de estado de una factura.,Crear tabla de historial de estado de factura con clave de idempotencia,BD,"Tabla con factura, estado anterior, estado nuevo, motivo de anulación, usuario, fecha y clave de idempotencia con UNIQUE, que permite que una repetición de aprobar o anular devuelva el estado ya alcanzado.",1) UNIQUE sobre la clave de idempotencia de la transición 2) FK a la factura y al usuario 3) La aplicación no actualiza ni elimina filas de esta tabla 4) Índice por factura y fecha,Alta,Dev BD,PRO-BD-14 FND-BD-14,Pendiente,6,Medio,Migración y prueba de doble aprobación con la misma clave,Proceso,"ADR-0020, 0027"
PRO-BD-16,Facturación,Detalle de factura simple,Como usuario necesito registrar facturas de proveedor sin contrato imputadas a una etapa.,Crear tabla de detalle de factura simple con relación uno a uno,BD,"Detalle con valor, descuento AI, porcentajes congelados de IVA, retención en la fuente y retención de IVA, tarifa de ICA, flete y descuento por pronto pago. No almacena subtotal, IVA, retenciones, total facturado ni neto a pagar: todos se derivan.","1) UNIQUE sobre la factura, que garantiza la relación uno a uno 2) Decimales exactos en todos los importes y porcentajes 3) CHECK de rangos de los porcentajes y de valor mayor que cero 4) No existe ninguna columna de importe calculado",Alta,Dev BD,PRO-BD-14 FND-BD-02,Pendiente,8,Medio,Migración y prueba de segundo detalle rechazado,Proceso,ADR-0023
PRO-BD-17,Facturación,Detalle de factura de anticipo,Como usuario necesito registrar la factura del anticipo pactado en el contrato.,Crear tabla de detalle de factura de anticipo con relación uno a uno,BD,"Detalle mínimo con el valor del anticipo, en decimal exacto y mayor que cero. El anticipo se asocia al contrato y no a un concepto, porque se controla como un saldo único por contrato.",1) UNIQUE sobre la factura 2) CHECK de valor mayor que cero 3) Decimal exacto según la convención 4) Ninguna columna de saldo ni de total,Alta,Dev BD,PRO-BD-14 FND-BD-02,Pendiente,5,Bajo,Migración y prueba del CHECK de valor,Proceso,ADR-0021
PRO-BD-18,Facturación,Detalle de factura de liquidación,Como usuario necesito que la factura de liquidación quede asociada al otrosí de liquidación del contrato.,Crear tabla de detalle de factura de liquidación con FK al concepto de liquidación,BD,"Detalle con FK obligatoria al concepto de tipo otrosí de liquidación, valor, porcentajes congelados de utilidad, IVA y retenciones, tarifa de ICA, valor de amortización y valor de retenido como movimientos, sus porcentajes por defecto como evidencia, y descuento de materiales. La asociación al otrosí de liquidación está confirmada con el área usuaria.","1) UNIQUE sobre la factura y FK obligatoria al concepto 2) Se evalúa y documenta el uso de FK compuesta contrato y concepto para garantizar la pertenencia 3) Los valores de amortización y retenido se almacenan como movimientos, no como saldos 4) Ningún total ni neto a pagar se almacena",Crítica,Dev BD,PRO-BD-14 PRO-BD-11 FND-BD-02 DEC-03,Pendiente,12,Alto,Migración y prueba de concepto de otro contrato rechazado,Proceso,"ADR-0021, 0016"
PRO-BD-19,Facturación,Detalle de devolución de retenido,Como usuario necesito registrar la devolución del retenido acumulado del contrato.,Crear tabla de detalle de devolución de retenido con relación uno a uno,BD,"Detalle mínimo con el valor de la devolución, en decimal exacto y mayor que cero. Se asocia al contrato, y su tope es el saldo de retenido, que se valida en el backend bajo bloqueo porque relaciona sumas de varias filas.",1) UNIQUE sobre la factura 2) CHECK de valor mayor que cero 3) Decimal exacto según la convención 4) El tope frente al saldo no se expresa en el esquema y queda documentado como invariante de backend,Alta,Dev BD,PRO-BD-14 FND-BD-02,Pendiente,5,Bajo,Migración y prueba del CHECK de valor,Proceso,"ADR-0021, 0025"
